"","COD","NOMBRE","TRIM","codigo"
"1",5001,"MEDELLIN","ME","5001ME"
"2",5002,"ABEJORRAL","AB","5002AB"
"3",5004,"ABRIAQUI","AB","5004AB"
"4",5021,"ALEJANDRIA","AL","5021AL"
"5",5030,"AMAGA","AM","5030AM"
"6",5031,"AMALFI","AM","5031AM"
"7",5034,"ANDES","AN","5034AN"
"8",5036,"ANGELOPOLIS","AN","5036AN"
"9",5038,"ANGOSTURA","AN","5038AN"
"10",5040,"ANORI","AN","5040AN"
"11",5042,"SANTA FE DE ANTIOQUIA","SA","5042SA"
"12",5044,"ANZA","AN","5044AN"
"13",5045,"APARTADO","AP","5045AP"
"14",5051,"ARBOLETES","AR","5051AR"
"15",5055,"ARGELIA (ANTIOQUIA)","AR","5055AR"
"16",5059,"ARMENIA (ANTIOQUIA)","AR","5059AR"
"17",5079,"BARBOSA (ANTIOQUIA)","BA","5079BA"
"18",5086,"BELMIRA","BE","5086BE"
"19",5088,"BELLO","BE","5088BE"
"20",5091,"BETANIA","BE","5091BE"
"21",5093,"BETULIA (ANTIOQUIA)","BE","5093BE"
"22",5101,"CIUDAD BOLIVAR","CI","5101CI"
"23",5107,"BRICEÑO (ANTIOQUIA)","BR","5107BR"
"24",5113,"BURITICA","BU","5113BU"
"25",5120,"CACERES","CA","5120CA"
"26",5125,"CAICEDO","CA","5125CA"
"27",5129,"CALDAS (ANTIOQUIA)","CA","5129CA"
"28",5134,"CAMPAMENTO","CA","5134CA"
"29",5138,"CAÑASGORDAS","CA","5138CA"
"30",5142,"CARACOLI","CA","5142CA"
"31",5145,"CARAMANTA","CA","5145CA"
"32",5147,"CAREPA","CA","5147CA"
"33",5148,"EL CARMEN DE VIBORAL","EL","5148EL"
"34",5150,"CAROLINA","CA","5150CA"
"35",5154,"CAUCASIA","CA","5154CA"
"36",5172,"CHIGORODO","CH","5172CH"
"37",5190,"CISNEROS","CI","5190CI"
"38",5197,"COCORNA","CO","5197CO"
"39",5206,"CONCEPCION (ANTIOQUIA)","CO","5206CO"
"40",5209,"CONCORDIA (ANTIOQUIA)","CO","5209CO"
"41",5212,"COPACABANA","CO","5212CO"
"42",5234,"DABEIBA","DA","5234DA"
"43",5237,"DON MATIAS","DO","5237DO"
"44",5240,"EBEJICO","EB","5240EB"
"45",5250,"EL BAGRE","EL","5250EL"
"46",5264,"ENTRERRIOS","EN","5264EN"
"47",5266,"ENVIGADO","EN","5266EN"
"48",5282,"FREDONIA","FR","5282FR"
"49",5284,"FRONTINO","FR","5284FR"
"50",5306,"GIRALDO","GI","5306GI"
"51",5308,"GIRARDOTA","GI","5308GI"
"52",5310,"GOMEZ PLATA","GO","5310GO"
"53",5313,"GRANADA (ANTIOQUIA)","GR","5313GR"
"54",5315,"GUADALUPE (ANTIOQUIA)","GU","5315GU"
"55",5318,"GUARNE","GU","5318GU"
"56",5321,"GUATAPE","GU","5321GU"
"57",5347,"HELICONIA","HE","5347HE"
"58",5353,"HISPANIA","HI","5353HI"
"59",5360,"ITAGUI","IT","5360IT"
"60",5361,"ITUANGO","IT","5361IT"
"61",5364,"JARDIN","JA","5364JA"
"62",5368,"JERICO (ANTIOQUIA)","JE","5368JE"
"63",5376,"LA CEJA","LA","5376LA"
"64",5380,"LA ESTRELLA","LA","5380LA"
"65",5390,"LA PINTADA","LA","5390LA"
"66",5400,"LA UNION (ANTIOQUIA)","LA","5400LA"
"67",5411,"LIBORINA","LI","5411LI"
"68",5425,"MACEO","MA","5425MA"
"69",5440,"MARINILLA","MA","5440MA"
"70",5467,"MONTEBELLO","MO","5467MO"
"71",5475,"MURINDO","MU","5475MU"
"72",5480,"MUTATA","MU","5480MU"
"73",5483,"NARIÑO (ANTIOQUIA)","NA","5483NA"
"74",5490,"NECOCLI","NE","5490NE"
"75",5495,"NECHI","NE","5495NE"
"76",5501,"OLAYA","OL","5501OL"
"77",5541,"PEÑOL (ANTIOQUIA)","PE","5541PE"
"78",5543,"PEQUE","PE","5543PE"
"79",5576,"PUEBLORRICO (ANTIOQUIA)","PU","5576PU"
"80",5579,"PUERTO BERRIO","PU","5579PU"
"81",5585,"PUERTO NARE - LA MAGDALENA","PU","5585PU"
"82",5591,"PUERTO TRIUNFO","PU","5591PU"
"83",5604,"REMEDIOS","RE","5604RE"
"84",5607,"RETIRO","RE","5607RE"
"85",5615,"RIONEGRO (ANTIOQUIA)","RI","5615RI"
"86",5628,"SABANALARGA (ANTIOQUIA)","SA","5628SA"
"87",5631,"SABANETA","SA","5631SA"
"88",5642,"SALGAR","SA","5642SA"
"89",5647,"SAN ANDRES DE CUERQUIA (ANTIOQUIA)","SA","5647SA"
"90",5649,"SAN CARLOS (ANTIOQUIA)","SA","5649SA"
"91",5652,"SAN FRANCISCO (ANTIOQUIA)","SA","5652SA"
"92",5656,"SAN JERONIMO","SA","5656SA"
"93",5658,"SAN JOSE DE LA MONTAÑA (ANTIOQUIA)","SA","5658SA"
"94",5659,"SAN JUAN DE URABA","SA","5659SA"
"95",5660,"SAN LUIS (ANTIOQUIA)","SA","5660SA"
"96",5664,"SAN PEDRO DE LOS MILAGROS","SA","5664SA"
"97",5665,"SAN PEDRO DE URABA","SA","5665SA"
"98",5667,"SAN RAFAEL","SA","5667SA"
"99",5670,"SAN ROQUE","SA","5670SA"
"100",5674,"SAN VICENTE (ANTIOQUIA)","SA","5674SA"
"101",5679,"SANTA BARBARA (ANTIOQUIA)","SA","5679SA"
"102",5686,"SANTA ROSA DE OSOS","SA","5686SA"
"103",5690,"SANTO DOMINGO","SA","5690SA"
"104",5697,"EL SANTUARIO (ANTIOQUIA)","EL","5697EL"
"105",5736,"SEGOVIA","SE","5736SE"
"106",5756,"SONSON","SO","5756SO"
"107",5761,"SOPETRAN","SO","5761SO"
"108",5789,"TAMESIS","TA","5789TA"
"109",5790,"TARAZA","TA","5790TA"
"110",5792,"TARSO","TA","5792TA"
"111",5809,"TITIRIBI","TI","5809TI"
"112",5819,"TOLEDO (ANTIOQUIA)","TO","5819TO"
"113",5837,"TURBO","TU","5837TU"
"114",5842,"URAMITA","UR","5842UR"
"115",5847,"URRAO","UR","5847UR"
"116",5854,"VALDIVIA","VA","5854VA"
"117",5856,"VALPARAISO (ANTIOQUIA)","VA","5856VA"
"118",5858,"VEGACHI","VE","5858VE"
"119",5861,"VENECIA (ANTIOQUIA)","VE","5861VE"
"120",5873,"VIGIA DEL FUERTE","VI","5873VI"
"121",5885,"YALI","YA","5885YA"
"122",5887,"YARUMAL","YA","5887YA"
"123",5890,"YOLOMBO","YO","5890YO"
"124",5893,"YONDO","YO","5893YO"
"125",5895,"ZARAGOZA","ZA","5895ZA"
"126",5991,"ALTAMIRA (ANTIOQUIA)","AL","5991AL"
"127",5992,"SAN CRISTOBAL (ANTIOQUIA)","SA","5992SA"
"128",8001,"BARRANQUILLA","BA","8001BA"
"129",8078,"BARANOA","BA","8078BA"
"130",8137,"CAMPO DE LA CRUZ","CA","8137CA"
"131",8141,"CANDELARIA (ATLANTICO)","CA","8141CA"
"132",8296,"GALAPA","GA","8296GA"
"133",8372,"JUAN DE ACOSTA","JU","8372JU"
"134",8421,"LURUACO","LU","8421LU"
"135",8433,"MALAMBO","MA","8433MA"
"136",8436,"MANATI","MA","8436MA"
"137",8520,"PALMAR DE VARELA","PA","8520PA"
"138",8549,"PIOJO","PI","8549PI"
"139",8558,"POLONUEVO","PO","8558PO"
"140",8560,"PONEDERA","PO","8560PO"
"141",8573,"PUERTO COLOMBIA (ATLANTICO)","PU","8573PU"
"142",8606,"REPELON","RE","8606RE"
