"LUGAR";"MES";"ANIO";"HORA";"HORA_C";"IMP_BOL";"PUNTOS";"DENUNCIANTE";"CALIFICACION";"CAT";"HECHO.BOL";"VEL_LIMITE";"VEL_CIRCULA";"lat";"lon"
"COMANDANTE ZORITA 4, MADRID, SPAIN";6;2015;16.3;16;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4471816;-3.6984246
"PO CASTELLANA 74, MADRID, SPAIN";4;2015;20.38;20;90;0;"AGENTES DE MOVILIDAD";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO. PLACAS PARADA PROHIBIDA";NA;NA;40.4387693;-3.6904296
"GRAL. PARDIÑAS 28, MADRID, SPAIN";6;2015;19.33;19;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4258252;-3.6785009
"M-30 FT K 04,150 CR4, MADRID, SPAIN";5;2015;22;22;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;82;40.4167754;-3.7037902
"HERMOSILLA 121, MADRID, SPAIN";2;2015;17.06;17;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4257933;-3.6712284
"MAYOR 77, MADRID, SPAIN";12;2015;11.09;11;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.41501;-3.71204
"GALILEO 13, MADRID, SPAIN";3;2015;10.09;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.431282;-3.7107101
"AV C. HERRERA ORIA ESQ LA MASO, MADRID, SPAIN";3;2015;12.25;12;200;4;"AGENTES DE MOVILIDAD";"GRAVE";"SEMÁFORO";"REBASAR UN SEMÁFORO EN FASE ROJA.";NA;NA;40.4167754;-3.7037902
"M-30 CALZADA 2 KM 27.000, MADRID, SPAIN";12;2015;14.14;14;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;95;40.443297;-3.7049196
"CENICERO 13, MADRID, SPAIN";5;2015;21.57;21;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4099542;-3.6932237
"ROBLEDILLO 4, MADRID, SPAIN";7;2015;11.35;11;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4433961;-3.6980145
"RIBERA DE CURTIDORES 1, MADRID, SPAIN";7;2015;18.27;18;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4097636;-3.707159
"MANUEL LUNA 2, MADRID, SPAIN";12;2015;13.46;13;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.454891;-3.7023002
"PO MOLINO 4, MADRID, SPAIN";7;2015;15.01;15;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4167754;-3.7037902
"M-30 XC K 10,300 CR3, MADRID, SPAIN";9;2015;13.11;13;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;74;40.4167754;-3.7037902
"ZURBARAN 12, MADRID, SPAIN";6;2015;13.03;13;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.3379646;-3.7795993
"DIRECCION, MADRID, SPAIN";3;2015;19.41;19;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4647018;-3.7057267
"FO64 VALLE DE MENA, MADRID, SPAIN";2;2015;17.12;17;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS HASTA 50km/h.";50;65;40.4167754;-3.7037902
"FUCAR 24, MADRID, SPAIN";5;2015;15.05;15;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4108797;-3.6956752
"CRA SAN FRANCISCO 3, MADRID, SPAIN";8;2015;1.3;1;90;0;"POLICIA MUNICIPAL";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN SENTIDO CONTRARIO AL SENTIDO DE LA MARCHA.";NA;NA;40.4110407;-3.7120734
"EMBAJADORES 161, MADRID, SPAIN";3;2015;16.56;16;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.3955561;-3.695419
"JOSE ABASCAL 51, MADRID, SPAIN";7;2015;13.44;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4383378;-3.6942811
"PUERTO DE LUMBRERAS 2, MADRID, SPAIN";4;2015;23.41;23;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA PEATONAL OBSTACULIZANDO GRAVEMENTE EL TRÁNSITO DE PEATONES.";NA;NA;40.3810089;-3.6183954
"EMBAJADORES 66, MADRID, SPAIN";6;2015;15.38;15;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4072396;-3.7039521
"CLARA DEL REY 59, MADRID, SPAIN";5;2015;20.18;20;200;0;"SER";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN CARRIL DE CIRCULACION.";NA;NA;40.4455218;-3.6684081
"PRADO 28, MADRID, SPAIN";7;2015;16.56;16;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4119963;-3.6934161
"AV DOCTOR ARCE 25, MADRID, SPAIN";3;2015;11.23;11;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4474147;-3.6806354
"IBIZA 36, MADRID, SPAIN";2;2015;16.59;16;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4521339;-3.6879455
"SEGOVIA 29, MADRID, SPAIN";3;2015;14.45;14;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4138075;-3.7152001
"SOR ANGELA DE LA CRUZ 24, MADRID, SPAIN";6;2015;15.03;15;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4600288;-3.6956053
"NUMANCIA 14, MADRID, SPAIN";7;2015;18.12;18;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4554174;-3.7112276
"CAMINO VIEJO DE LEGANES 177, MADRID, SPAIN";6;2015;13.2;13;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN DOBLE FILA.";NA;NA;40.3814771;-3.730857
"RABIDA 2, MADRID, SPAIN";4;2015;14.19;14;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4526104;-3.7107397
"PRADILLO 68, MADRID, SPAIN";5;2015;10.11;10;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4503761;-3.6676443
"COCHABAMBA 22, MADRID, SPAIN";2;2015;11.09;11;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4558483;-3.6794986
"CLAUDIO COELLO 62, MADRID, SPAIN";2;2015;10.56;10;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4285963;-3.6858772
"M-30 C-1 KM 6,700 CR3, MADRID, SPAIN";8;2015;11.23;11;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;100;40.4167754;-3.7037902
"LEGANITOS 24, MADRID, SPAIN";12;2015;16.08;16;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4222806;-3.7104444
"CL DESENGAÑO 13, MADRID, SPAIN";1;2016;13.48;13;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4210241;-3.7044462
"M-30 C-2 KM 7,800 CR-CRA, MADRID, SPAIN";7;2015;8.49;8;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;95;41.585256;-4.7185008
"F163 AV CARDENAL HERRERA, MADRID, SPAIN";1;2016;9.02;9;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS HASTA 50km/h.";50;70;40.4822609;-3.7181019
"MANUEL ALEIXANDRE 14, MADRID, SPAIN";6;2015;9.22;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.3912746;-3.6934771
"KM 23,9 M-30 CALZADA 2, MADRID, SPAIN";4;2015;21.42;21;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;95;40.4545064;-3.5797612
"JOSE ABASCAL 15, MADRID, SPAIN";7;2015;11.23;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4386581;-3.7006339
"M-30 NC K 14,200 CR3, MADRID, SPAIN";5;2015;16.49;16;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;75;40.4167754;-3.7037902
"GOYA 95, MADRID, SPAIN";4;2015;11.48;11;200;0;"POLICIA MUNICIPAL";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN CARRIL DE CIRCULACION.";NA;NA;40.424911;-3.6744822
"MIGUEL SERVET 1, MADRID, SPAIN";7;2015;20.14;20;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4056252;-3.7025081
"PZ LEALTAD 1, MADRID, SPAIN";10;2015;12.42;12;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4168861;-3.6921739
"CHILE 6, MADRID, SPAIN";6;2015;17.58;17;200;0;"SER";"GRAVE";"ESTACIONAMIENTO";"ESTACIONAR EN DOBLE FILA.";NA;NA;40.4226217;-3.5585729
"GENERAL ALVAREZ DE CASTRO 18, MADRID, SPAIN";5;2015;13.11;13;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4354112;-3.7019537
"VERGARA 16, MADRID, SPAIN";12;2015;9.4;9;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4217303;-3.5250066
"HUESCA 24, MADRID, SPAIN";12;2015;19.43;19;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4577862;-3.6964301
"IRATI 12, MADRID, SPAIN";4;2015;17.4;17;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4484198;-3.6816544
"P MUÑOZ SECA 2, MADRID, SPAIN";8;2015;9.55;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.420068;-3.6907469
"PABLO ARANDA 5, MADRID, SPAIN";3;2015;14.49;14;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4420215;-3.6835788
"M-30 C-1 KM 6,700 CR3, MADRID, SPAIN";10;2015;16.14;16;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;96;40.4167754;-3.7037902
"FUCAR 24, MADRID, SPAIN";4;2015;18.47;18;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4108797;-3.6956752
"SOR ANGELA DE LA CRUZ 17, MADRID, SPAIN";3;2015;20.32;20;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4592007;-3.6957058
"MAYOR 23, MADRID, SPAIN";11;2015;13.06;13;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.416127;-3.7067309
"CACTUS 2, MADRID, SPAIN";2;2015;15.02;15;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.3578778;-3.5500008
"FERNANDEZ DE LOS RIOS 96, MADRID, SPAIN";6;2015;11.06;11;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4355121;-3.7159422
"PEDRO BOSCH 1, MADRID, SPAIN";10;2015;18.09;18;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.3982752;-3.6769239
"DOCTOR FOURQUET 7, MADRID, SPAIN";3;2015;11.53;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4082315;-3.6959624
"CL ABADA 5, MADRID, SPAIN";11;2015;13.58;13;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4190354;-3.704112
"GUADIANA 27, MADRID, SPAIN";10;2015;16.52;16;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4483249;-3.6859843
"VILLANUEVA 40, MADRID, SPAIN";2;2015;10.5;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN ZONA Y HORARIO DE CARGA Y DESCARGA SIN REALIZAR OPERACIONES CON ESA FINALIDAD.";NA;NA;40.4221697;-3.6828092
"PRINCIPE 18, MADRID, SPAIN";7;2015;14.28;14;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4152896;-3.7003646
"CARBONERO Y SOL 8, MADRID, SPAIN";5;2015;16.18;16;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4448131;-3.6901696
"CL CLAUDIO COELLO 46, MADRID, SPAIN";1;2016;17.25;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4268612;-3.686238
"M-30 FT K 04,150 CR4, MADRID, SPAIN";4;2015;12.04;12;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;74;40.4167754;-3.7037902
"BECERREA 2, MADRID, SPAIN";10;2015;20.41;20;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4712023;-3.7143129
"ORENSE 57, MADRID, SPAIN";12;2015;10.41;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4158575;-3.8302894
"CERRO DE LA PLATA-COCHERAS, MADRID, SPAIN";11;2015;19;19;90;0;"POLICIA MUNICIPAL";"LEVE";"OTROS";"CIRCULAR POR UN CARRIL DE CIRCULACIÓN RESERVADA.";NA;NA;40.4167754;-3.7037902
"FERROCARRIL 31, MADRID, SPAIN";1;2016;9.46;9;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.400761;-3.6972544
"M-30 FT K 04,150 CR4, MADRID, SPAIN";8;2015;18.11;18;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";70;79;40.4167754;-3.7037902
"ARTISTAS 48, MADRID, SPAIN";6;2015;20.13;20;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4473634;-3.6988052
"PO HABANA 40, MADRID, SPAIN";9;2015;19.5;19;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.4167754;-3.7037902
"PABLO IGLESIAS 20, MADRID, SPAIN";5;2015;13.47;13;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.4458215;-3.7069689
"CL NOVICIADO 9, MADRID, SPAIN";1;2016;10.45;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4256393;-3.7088092
"LOPEZ DE HOYOS 170, MADRID, SPAIN";5;2015;16.39;16;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.44691;-3.6697267
"ASCAO-HERMANOS GARCIA NOBLEJAS, MADRID, SPAIN";2;2015;18.24;18;200;3;"POLICIA MUNICIPAL";"GRAVE";"CACHARROS";"UTILIZAR MANUALMENTE PANTALLAS, NAVEGADORES, DISPOSITIVO DE TELEFONIA, SISTEMA DE COMUNICACION O DE DETECCION DE RADAR";NA;NA;40.43257;-3.63447
"CL CONDE DUQUE 36, MADRID, SPAIN";1;2016;11.19;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4282947;-3.7098068
"M-30 C-1 KM 6,700 CR3, MADRID, SPAIN";12;2015;5.32;5;300;2;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;132;40.4167754;-3.7037902
"SALVIA 8, MADRID, SPAIN";8;2015;10.13;10;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.5254047;-3.6320059
"TENIENTE CORONEL NOREÑA 17, MADRID, SPAIN";5;2015;18.39;18;30;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO EN LUGAR HABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA,REBASANDO EL TIEMPO MÁXIMO";NA;NA;40.3891991;-3.6941746
"GT RUIZ JIMENEZ 1, MADRID, SPAIN";8;2015;11.29;11;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR EN LUGAR PROHIBIDO DEBIDAMENTE SEÑALIZADO.";NA;NA;40.4167754;-3.7037902
"N139 PO SANTA MARIA CABE, MADRID, SPAIN";2;2015;0.44;0;500;6;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS HASTA 50km/h.";50;96;40.4167754;-3.7037902
"PINTOR ROSALES 32, MADRID, SPAIN";7;2015;19.49;19;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.4273188;-3.7198609
"N092 PO CASTELLANA, MADRID, SPAIN";9;2015;0.5;0;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS HASTA 50km/h.";50;68;40.4541705;-3.6899589
"M-30 C-2 KM 7,800 CR-CRA, MADRID, SPAIN";8;2015;5.49;5;100;0;"POLICIA MUNICIPAL";"GRAVE";"VELOCIDAD";"SOBREPASAR LA VELOCIDADMÁXIMA EN VÍAS LIMITADAS EN 60 km/h O MÁS.";90;105;41.585256;-4.7185008
"ARRIETA 17, MADRID, SPAIN";12;2015;20.14;20;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4192567;-3.7111838
"MIGUEL SERVET 1, MADRID, SPAIN";3;2015;18.38;18;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4056252;-3.7025081
"LOS MADRAZO 24, MADRID, SPAIN";12;2015;10.31;10;90;0;"AGENTES DE MOVILIDAD";"LEVE";"OTROS";"NO RESPETAR LAS SEÑALES EN UNA VÍA DE CIRCULACIÓN RESTRINGIDA O RESERVADA.";NA;NA;40.4175837;-3.696517
"ANTRACITA 10A, MADRID, SPAIN";5;2015;17.31;17;90;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR, SIN EL DISTINTIVO QUE LO AUTORIZA, EN LUGARHABILITADO PARA EL ESTACIONAMIENTO CON LIMITACIÓN HORARIA.";NA;NA;40.3911729;-3.6882935
"EMBAJADORES 198, MADRID, SPAIN";3;2015;13.38;13;60;0;"SER";"LEVE";"ESTACIONAMIENTO";"ESTACIONAR CON DISTINTIVO NO VÁLIDO.";NA;NA;40.3921575;-3.6936845
